away_team,away_team_score,date,game_id,home_team,home_team_score,note,season,year
@Florida,5,"Sun, Jul 24",310724128,nym,4,,Regular Season,2011
nym,8,"Fri, Jul 29",310729120,wsh,5,,Regular Season,2011
nym,0,"Sat, Jul 30",310730120,wsh,3,,Regular Season,2011
nym,2,"Sun, Jul 31",310731120,wsh,3,,Regular Season,2011
vsFlorida,7,"Mon, Aug 1",310801121,nym,3 F/10,,Regular Season,2011
vsFlorida,4,"Tue, Aug 2",310802121,nym,3,,Regular Season,2011
vsFlorida,,"Wed, Aug 3",,nym,,postponed,Regular Season,2011
sd,8,"Mon, Aug 8",310808121,nym,9,,Regular Season,2011
sd,4,"Tue, Aug 9",310809121,nym,5,,Regular Season,2011
sd,9,"Wed, Aug 10",310810121,nym,5,,Regular Season,2011
sd,3,"Thu, Aug 11",310811121,nym,2,,Regular Season,2011
nym,3,"Fri, Aug 12",310812129,ari,4,,Regular Season,2011
nym,4,"Sat, Aug 13",310813129,ari,6,,Regular Season,2011
nym,3,"Sun, Aug 14",310814129,ari,5,,Regular Season,2011
nym,5,"Mon, Aug 15",310815125,sd,4 F/10,,Regular Season,2011
nym,1,"Tue, Aug 16",310816125,sd,6,,Regular Season,2011
nym,7,"Wed, Aug 17",310817125,sd,3,,Regular Season,2011
nym,0,"Mon, Aug 22",310822122,phi,10,,Regular Season,2011
nym,4,"Tue, Aug 23",310823122,phi,9,,Regular Season,2011
nym,7,"Wed, Aug 24",310824122,phi,4,,Regular Season,2011
vsFlorida,1,"Mon, Aug 29",310829221,nym,2,,Regular Season,2011
vsFlorida,1,"Mon, Aug 29",310829321,nym,5,,Regular Season,2011
vsFlorida,6,"Tue, Aug 30",310830121,nym,0,,Regular Season,2011
vsFlorida,2,"Wed, Aug 31",310831121,nym,3,,Regular Season,2011
vsFlorida,5,"Thu, Sep 1",310901121,nym,7,,Regular Season,2011
nym,7,"Fri, Sep 2",310902120,wsh,3,,Regular Season,2011
nym,7,"Sat, Sep 3",310903120,wsh,8,,Regular Season,2011
nym,6,"Sun, Sep 4",310904120,wsh,3,,Regular Season,2011
@Florida,9,"Mon, Sep 5",310905128,nym,3,,Regular Season,2011
@Florida,4 F/12,"Tue, Sep 6",310906128,nym,7,,Regular Season,2011
@Florida,0,"Wed, Sep 7",310907128,nym,1,,Regular Season,2011
wsh,3,"Mon, Sep 12",310912121,nym,2,,Regular Season,2011
wsh,3,"Tue, Sep 13",310913121,nym,2,,Regular Season,2011
wsh,2,"Wed, Sep 14",310914121,nym,0,,Regular Season,2011
wsh,10,"Thu, Sep 15",310915121,nym,1,,Regular Season,2011
phi,,"Fri, Sep 23",,nym,,postponed,Regular Season,2011
phi,1,"Sat, Sep 24",310924221,nym,2,,Regular Season,2011
phi,3,"Sat, Sep 24",310924321,nym,6,,Regular Season,2011
phi,9,"Sun, Sep 25",310925121,nym,4,,Regular Season,2011
wsh,3,"Mon, Mar 5",320305121,nym,1,,Preseason,2012
nym,2 F/8,"Sat, Mar 10",320310120,wsh,8,,Preseason,2012
nym,7,"Mon, Mar 12",320312106,det,7 F/10,,Preseason,2012
wsh,0 F/8,"Tue, Mar 20",320320121,nym,2,,Preseason,2012
stl,6 F/10,"Sat, Mar 24",320324121,nym,6,,Preseason,2012
nym,0 F/8,"Sun, Mar 25",320325120,wsh,12,,Preseason,2012
wsh,3,"Wed, Mar 28",320328121,nym,2,,Preseason,2012
wsh,3,"Mon, Apr 9",320409121,nym,4,,Regular Season,2012
wsh,6,"Tue, Apr 10",320410121,nym,2,,Regular Season,2012
wsh,4,"Wed, Apr 11",320411121,nym,0,,Regular Season,2012
nym,5,"Fri, Apr 13",320413122,phi,2,,Regular Season,2012
nym,5,"Sat, Apr 14",320414122,phi,0,,Regular Season,2012
nym,2,"Sun, Apr 15",320415122,phi,8,,Regular Season,2012
sf,4,"Fri, Apr 20",320420121,nym,3 F/10,,Regular Season,2012
sf,4,"Sat, Apr 21",320421121,nym,5,,Regular Season,2012
sf,,"Sun, Apr 22",,nym,,postponed,Regular Season,2012
sf,6,"Mon, Apr 23",320423221,nym,1,,Regular Season,2012
sf,7,"Mon, Apr 23",320423321,nym,2,,Regular Season,2012
nym,9,"Fri, Apr 27",320427127,col,18,,Regular Season,2012
nym,7,"Sat, Apr 28",320428127,col,5,,Regular Season,2012
nym,6,"Sun, Apr 29",320429127,col,5 F/11,,Regular Season,2012
ari,5,"Fri, May 4",320504121,nym,4,,Regular Season,2012
ari,3,"Sat, May 5",320505121,nym,4,,Regular Season,2012
ari,1,"Sun, May 6",320506121,nym,3,,Regular Season,2012
nym,5,"Mon, May 7",320507122,phi,2,,Regular Season,2012
nym,7,"Tue, May 8",320508122,phi,4,,Regular Season,2012
nym,10,"Wed, May 9",320509122,phi,6,,Regular Season,2012
sd,11,"Thu, May 24",320524121,nym,5,,Regular Season,2012
sd,1,"Fri, May 25",320525121,nym,6,,Regular Season,2012
sd,0,"Sat, May 26",320526121,nym,9,,Regular Season,2012
sd,0,"Sun, May 27",320527121,nym,2,,Regular Season,2012
phi,8,"Mon, May 28",320528121,nym,4,,Regular Season,2012
phi,3,"Tue, May 29",320529121,nym,6,,Regular Season,2012
phi,10,"Wed, May 30",320530121,nym,6,,Regular Season,2012
nym,6 F/12,"Tue, Jun 5",320605120,wsh,7,,Regular Season,2012
nym,3,"Wed, Jun 6",320606120,wsh,5,,Regular Season,2012
nym,3,"Thu, Jun 7",320607120,wsh,1,,Regular Season,2012
nym,3,"Thu, Jun 28",320628119,lad,2,,Regular Season,2012
nym,9,"Fri, Jun 29",320629119,lad,0,,Regular Season,2012
nym,5,"Sat, Jun 30",320630119,lad,0,,Regular Season,2012
nym,3,"Sun, Jul 1",320701119,lad,8,,Regular Season,2012
phi,1,"Tue, Jul 3",320703121,nym,11,,Regular Season,2012
phi,9,"Wed, Jul 4",320704121,nym,2,,Regular Season,2012
phi,5,"Thu, Jul 5",320705121,nym,6,,Regular Season,2012
nym,4 F/10,"Tue, Jul 17",320717120,wsh,5,,Regular Season,2012
nym,3,"Wed, Jul 18",320718120,wsh,4,,Regular Season,2012
nym,9,"Thu, Jul 19",320719120,wsh,5,,Regular Season,2012
lad,7,"Fri, Jul 20",320720121,nym,6,,Regular Season,2012
lad,8,"Sat, Jul 21",320721121,nym,5,,Regular Season,2012
lad,8,"Sun, Jul 22",320722121,nym,3 F/12,,Regular Season,2012
wsh,8,"Mon, Jul 23",320723121,nym,2 F/10,,Regular Season,2012
wsh,5,"Tue, Jul 24",320724121,nym,2,,Regular Season,2012
wsh,5,"Wed, Jul 25",320725121,nym,2,,Regular Season,2012
nym,3,"Thu, Jul 26",320726129,ari,1,,Regular Season,2012
nym,5,"Fri, Jul 27",320727129,ari,11,,Regular Season,2012
nym,3,"Sat, Jul 28",320728129,ari,6,,Regular Season,2012
nym,5,"Sun, Jul 29",320729129,ari,1,,Regular Season,2012
nym,8,"Mon, Jul 30",320730126,sf,7 F/10,,Regular Season,2012
nym,1,"Tue, Jul 31",320731126,sf,4,,Regular Season,2012
nym,2,"Wed, Aug 1",320801126,sf,1,,Regular Season,2012
nym,9,"Thu, Aug 2",320802126,sf,1,,Regular Season,2012
nym,1,"Fri, Aug 3",320803125,sd,3,,Regular Season,2012
nym,6,"Sat, Aug 4",320804125,sd,2,,Regular Season,2012
nym,3,"Sun, Aug 5",320805125,sd,7,,Regular Season,2012
nym,4,"Fri, Aug 17",320817120,wsh,6,,Regular Season,2012
nym,2,"Sat, Aug 18",320818120,wsh,0,,Regular Season,2012
nym,2,"Sun, Aug 19",320819120,wsh,5,,Regular Season,2012
col,3,"Mon, Aug 20",320820121,nym,1,,Regular Season,2012
col,6,"Tue, Aug 21",320821121,nym,2,,Regular Season,2012
col,5,"Wed, Aug 22",320822121,nym,2,,Regular Season,2012
col,1,"Thu, Aug 23",320823121,nym,0,,Regular Season,2012
nym,9,"Tue, Aug 28",320828122,phi,5 F/10,,Regular Season,2012
nym,3,"Wed, Aug 29",320829122,phi,2,,Regular Season,2012
nym,2,"Thu, Aug 30",320830122,phi,3,,Regular Season,2012
wsh,5,"Mon, Sep 10",320910121,nym,1,,Regular Season,2012
wsh,5,"Tue, Sep 11",320911121,nym,3,,Regular Season,2012
wsh,2,"Wed, Sep 12",320912121,nym,0,,Regular Season,2012
phi,3,"Mon, Sep 17",320917121,nym,1,,Regular Season,2012
phi,,"Tue, Sep 18",,nym,,postponed,Regular Season,2012
phi,3,"Wed, Sep 19",320919121,nym,2,,Regular Season,2012
phi,16,"Thu, Sep 20",320920121,nym,1,,Regular Season,2012
wsh,3,"Sat, Feb 23",330223121,nym,5,,Preseason,2013
vsMichigan,2,"Sun, Feb 24",330224121,nym,5,,Preseason,2013
wsh,6,"Mon, Feb 25",330225121,nym,4,,Preseason,2013
nym,4,"Thu, Feb 28",330228120,wsh,4 F/10,,Preseason,2013
nym,5,"Wed, Mar 13",330313120,wsh,8,,Preseason,2013
wsh,1,"Sat, Mar 23",330323121,nym,3,,Preseason,2013
nym,1,"Thu, Mar 28",330328120,wsh,5,,Preseason,2013
sd,2,"Mon, Apr 1",330401121,nym,11,,Regular Season,2013
sd,4,"Wed, Apr 3",330403121,nym,8,,Regular Season,2013
sd,2,"Thu, Apr 4",330404121,nym,1,,Regular Season,2013
nym,7,"Mon, Apr 8",330408122,phi,2,,Regular Season,2013
nym,3,"Tue, Apr 9",330409122,phi,8,,Regular Season,2013
nym,3,"Wed, Apr 10",330410122,phi,7,,Regular Season,2013
nym,,"Mon, Apr 15",,col,,postponed,Regular Season,2013
nym,4,"Tue, Apr 16",330416227,col,8,,Regular Season,2013
nym,8 F/10,"Tue, Apr 16",330416327,col,9,,Regular Season,2013
nym,,"Wed, Apr 17",,col,,postponed,Regular Season,2013
nym,3,"Thu, Apr 18",330418127,col,11,,Regular Season,2013
wsh,1,"Fri, Apr 19",330419121,nym,7,,Regular Season,2013
wsh,7,"Sat, Apr 20",330420121,nym,6,,Regular Season,2013
wsh,0,"Sun, Apr 21",330421121,nym,2,,Regular Season,2013
lad,7,"Tue, Apr 23",330423121,nym,2,,Regular Season,2013
lad,3 F/10,"Wed, Apr 24",330424121,nym,7,,Regular Season,2013
lad,3,"Thu, Apr 25",330425121,nym,2,,Regular Season,2013
phi,4,"Fri, Apr 26",330426121,nym,0,,Regular Season,2013
phi,9,"Sat, Apr 27",330427121,nym,4,,Regular Season,2013
phi,5,"Sun, Apr 28",330428121,nym,1,,Regular Season,2013
nym,2,"Tue, Jun 4",330604120,wsh,3,,Regular Season,2013
nym,10,"Wed, Jun 5",330605120,wsh,1,,Regular Season,2013
nym,,"Thu, Jun 6",,wsh,,postponed,Regular Season,2013
nym,4,"Fri, Jun 21",330621122,phi,3,,Regular Season,2013
nym,7,"Sat, Jun 22",330622122,phi,8,,Regular Season,2013
nym,8,"Sun, Jun 23",330623122,phi,0,,Regular Season,2013
nym,3,"Thu, Jun 27",330627127,col,2,,Regular Season,2013
wsh,6,"Fri, Jun 28",330628121,nym,4,,Regular Season,2013
wsh,1,"Sat, Jun 29",330629121,nym,5,,Regular Season,2013
wsh,13,"Sun, Jun 30",330630121,nym,2,,Regular Season,2013
ari,4 F/13,"Mon, Jul 1",330701121,nym,5,,Regular Season,2013
ari,1,"Tue, Jul 2",330702121,nym,9,,Regular Season,2013
ari,5,"Wed, Jul 3",330703121,nym,3,,Regular Season,2013
ari,5,"Thu, Jul 4",330704121,nym,4 F/15,,Regular Season,2013
nym,4,"Mon, Jul 8",330708126,sf,3 F/16,,Regular Season,2013
nym,10,"Tue, Jul 9",330709126,sf,6,,Regular Season,2013
nym,7,"Wed, Jul 10",330710126,sf,2,,Regular Season,2013
phi,13,"Fri, Jul 19",330719121,nym,8,,Regular Season,2013
phi,4,"Sat, Jul 20",330720121,nym,5,,Regular Season,2013
phi,0,"Sun, Jul 21",330721121,nym,5,,Regular Season,2013
nym,11,"Fri, Jul 26",330726220,wsh,0,,Regular Season,2013
nym,1,"Fri, Jul 26",330726320,wsh,2,,Regular Season,2013
nym,1,"Sat, Jul 27",330727120,wsh,4,,Regular Season,2013
nym,1,"Sun, Jul 28",330728120,wsh,14,,Regular Season,2013
col,2,"Tue, Aug 6",330806121,nym,3,,Regular Season,2013
col,0,"Wed, Aug 7",330807121,nym,5,,Regular Season,2013
col,1,"Thu, Aug 8",330808121,nym,2,,Regular Season,2013
nym,4,"Fri, Aug 9",330809129,ari,5,,Regular Season,2013
nym,4,"Sat, Aug 10",330810129,ari,1,,Regular Season,2013
nym,9,"Sun, Aug 11",330811129,ari,5,,Regular Season,2013
nym,2,"Mon, Aug 12",330812119,lad,4,,Regular Season,2013
nym,2,"Tue, Aug 13",330813119,lad,4,,Regular Season,2013
nym,4 F/12,"Wed, Aug 14",330814119,lad,5,,Regular Season,2013
nym,4,"Thu, Aug 15",330815125,sd,1,,Regular Season,2013
nym,5,"Fri, Aug 16",330816125,sd,2,,Regular Season,2013
nym,2,"Sat, Aug 17",330817125,sd,8,,Regular Season,2013
nym,3,"Sun, Aug 18",330818125,sd,4,,Regular Season,2013
phi,2,"Mon, Aug 26",330826121,nym,1,,Regular Season,2013
phi,0,"Tue, Aug 27",330827121,nym,5,,Regular Season,2013
phi,6,"Wed, Aug 28",330828121,nym,2,,Regular Season,2013
phi,3,"Thu, Aug 29",330829121,nym,11,,Regular Season,2013
nym,3,"Fri, Aug 30",330830120,wsh,2,,Regular Season,2013
nym,11,"Sat, Aug 31",330831120,wsh,3,,Regular Season,2013
nym,5,"Sun, Sep 1",330901120,wsh,6,,Regular Season,2013
wsh,9,"Mon, Sep 9",330909121,nym,0,,Regular Season,2013
wsh,6,"Tue, Sep 10",330910121,nym,3,,Regular Season,2013
wsh,3,"Wed, Sep 11",330911121,nym,0,,Regular Season,2013
wsh,7,"Thu, Sep 12",330912121,nym,2,,Regular Season,2013
sf,8,"Tue, Sep 17",330917121,nym,5,,Regular Season,2013
sf,4,"Wed, Sep 18",330918121,nym,5,,Regular Season,2013
sf,2,"Thu, Sep 19",330919121,nym,1,,Regular Season,2013
nym,6,"Fri, Sep 20",330920122,phi,4,,Regular Season,2013
nym,5,"Sat, Sep 21",330921122,phi,4 F/7,,Regular Season,2013
nym,4,"Sun, Sep 22",330922122,phi,3,,Regular Season,2013
wsh,5,"Fri, Feb 28",340228121,nym,4,,Preseason,2014
nym,5,"Wed, Mar 5",340305120,wsh,11,,Preseason,2014
nym,7,"Thu, Mar 13",340313120,wsh,5,,Preseason,2014
wsh,1,"Sun, Mar 23",340323121,nym,3,,Preseason,2014
nym,3,"Tue, Mar 25",340325120,wsh,7,,Preseason,2014
wsh,4,"Thu, Mar 27",340327121,nym,0,,Preseason,2014
wsh,9,"Mon, Mar 31",340331121,nym,7 F/10,,Regular Season,2014
wsh,5,"Wed, Apr 2",340402121,nym,1,,Regular Season,2014
wsh,8,"Thu, Apr 3",340403121,nym,2,,Regular Season,2014
nym,7,"Mon, Apr 14",340414129,ari,3,,Regular Season,2014
nym,9,"Tue, Apr 15",340415129,ari,0,,Regular Season,2014
nym,5,"Wed, Apr 16",340416129,ari,2,,Regular Season,2014
nym,6,"Tue, Apr 29",340429122,phi,1,,Regular Season,2014
nym,,"Wed, Apr 30",,phi,,postponed,Regular Season,2014
nym,4,"Thu, May 1",340501127,col,7,,Regular Season,2014
nym,3,"Fri, May 2",340502127,col,10,,Regular Season,2014
nym,10,"Sat, May 3",340503127,col,11,,Regular Season,2014
nym,5,"Sun, May 4",340504127,col,1,,Regular Season,2014
phi,3,"Fri, May 9",340509121,nym,2 F/11,,Regular Season,2014
phi,5,"Sat, May 10",340510121,nym,4,,Regular Season,2014
phi,4 F/11,"Sun, May 11",340511121,nym,5,,Regular Season,2014
nym,2,"Fri, May 16",340516120,wsh,5,,Regular Season,2014
nym,5,"Sat, May 17",340517120,wsh,2,,Regular Season,2014
nym,3,"Sun, May 18",340518120,wsh,6,,Regular Season,2014
lad,9,"Tue, May 20",340520121,nym,4,,Regular Season,2014
lad,4,"Wed, May 21",340521121,nym,3,,Regular Season,2014
lad,3,"Thu, May 22",340522121,nym,5,,Regular Season,2014
ari,,"Fri, May 23",,nym,,postponed,Regular Season,2014
ari,3,"Sat, May 24",340524121,nym,2,,Regular Season,2014
ari,2,"Sun, May 25",340525221,nym,1,,Regular Season,2014
ari,2,"Sun, May 25",340525321,nym,4,,Regular Season,2014
nym,4,"Thu, May 29",340529122,phi,1,,Regular Season,2014
nym,5 F/14,"Fri, May 30",340530122,phi,6,,Regular Season,2014
nym,5,"Sat, May 31",340531122,phi,4 F/14,,Regular Season,2014
nym,4,"Sun, Jun 1",340601122,phi,3 F/11,,Regular Season,2014
nym,11,"Mon, Jun 2",340602122,phi,2,,Regular Season,2014
nym,2,"Fri, Jun 6",340606126,sf,4,,Regular Season,2014
nym,4,"Sat, Jun 7",340607126,sf,5,,Regular Season,2014
nym,4,"Sun, Jun 8",340608126,sf,6,,Regular Season,2014
sd,2,"Fri, Jun 13",340613121,nym,6,,Regular Season,2014
sd,5,"Sat, Jun 14",340614121,nym,0,,Regular Season,2014
sd,1,"Sun, Jun 15",340615121,nym,3,,Regular Season,2014
nym,5,"Fri, Jul 18",340718125,sd,4,,Regular Season,2014
nym,0,"Sat, Jul 19",340719125,sd,6,,Regular Season,2014
nym,1,"Sun, Jul 20",340720125,sd,2,,Regular Season,2014
phi,1,"Mon, Jul 28",340728121,nym,7,,Regular Season,2014
phi,6,"Tue, Jul 29",340729121,nym,0,,Regular Season,2014
phi,2,"Wed, Jul 30",340730121,nym,11,,Regular Season,2014
sf,5,"Fri, Aug 1",340801121,nym,1,,Regular Season,2014
sf,2,"Sat, Aug 2",340802121,nym,4,,Regular Season,2014
sf,9,"Sun, Aug 3",340803121,nym,0,,Regular Season,2014
sf,4,"Mon, Aug 4",340804121,nym,3,,Regular Season,2014
nym,6,"Tue, Aug 5",340805120,wsh,1,,Regular Season,2014
nym,1,"Wed, Aug 6",340806120,wsh,7,,Regular Season,2014
nym,3 F/13,"Thu, Aug 7",340807120,wsh,5,,Regular Season,2014
nym,5,"Fri, Aug 8",340808122,phi,4,,Regular Season,2014
nym,2,"Sat, Aug 9",340809122,phi,1 F/11,,Regular Season,2014
nym,6,"Sun, Aug 10",340810122,phi,7,,Regular Season,2014
nym,5,"Mon, Aug 11",340811122,phi,3,,Regular Season,2014
wsh,7,"Tue, Aug 12",340812121,nym,1,,Regular Season,2014
wsh,3,"Wed, Aug 13",340813121,nym,2,,Regular Season,2014
wsh,4,"Thu, Aug 14",340814121,nym,1,,Regular Season,2014
nym,2,"Fri, Aug 22",340822119,lad,6,,Regular Season,2014
nym,4,"Sat, Aug 23",340823119,lad,7,,Regular Season,2014
nym,11,"Sun, Aug 24",340824119,lad,3,,Regular Season,2014
phi,1,"Fri, Aug 29",340829121,nym,4,,Regular Season,2014
phi,7,"Sat, Aug 30",340830121,nym,2,,Regular Season,2014
phi,5,"Sun, Aug 31",340831121,nym,6,,Regular Season,2014
col,2,"Mon, Sep 8",340908121,nym,3,,Regular Season,2014
col,0,"Tue, Sep 9",340909121,nym,2,,Regular Season,2014
col,0,"Wed, Sep 10",340910121,nym,2,,Regular Season,2014
wsh,6,"Thu, Sep 11",340911121,nym,2,,Regular Season,2014
wsh,3,"Fri, Sep 12",340912121,nym,4,,Regular Season,2014
wsh,10,"Sat, Sep 13",340913121,nym,3,,Regular Season,2014
wsh,3,"Sun, Sep 14",340914121,nym,0,,Regular Season,2014
nym,2,"Tue, Sep 23",340923120,wsh,4,,Regular Season,2014
nym,,"Wed, Sep 24",,wsh,,postponed,Regular Season,2014
nym,7,"Thu, Sep 25",340925220,wsh,4,,Regular Season,2014
nym,0,"Thu, Sep 25",340925320,wsh,3,,Regular Season,2014
nym,4,"Thu, Mar 5",350305120,wsh,5,,Preseason,2015
wsh,9,"Thu, Mar 12",350312121,nym,11,,Preseason,2015
wsh,4,"Sat, Mar 14",350314121,nym,13,,Preseason,2015
nym,8,"Thu, Mar 26",350326120,wsh,3,,Preseason,2015
wsh,2,"Sat, Mar 28",350328121,nym,10,,Preseason,2015
nym,2,"Tue, Mar 31",350331120,wsh,0,,Preseason,2015
nym,3,"Mon, Apr 6",350406120,wsh,1,,Regular Season,2015
nym,1,"Wed, Apr 8",350408120,wsh,2,,Regular Season,2015
nym,6,"Thu, Apr 9",350409120,wsh,3,,Regular Season,2015
phi,0,"Mon, Apr 13",350413121,nym,2,,Regular Season,2015
phi,5,"Tue, Apr 14",350414121,nym,6,,Regular Season,2015
phi,1,"Wed, Apr 15",350415121,nym,6,,Regular Season,2015
wsh,8,"Thu, Apr 30",350430121,nym,2,,Regular Season,2015
wsh,0,"Fri, May 1",350501121,nym,4,,Regular Season,2015
wsh,1,"Sat, May 2",350502121,nym,0,,Regular Season,2015
wsh,1,"Sun, May 3",350503121,nym,0,,Regular Season,2015
nym,1,"Fri, May 8",350508122,phi,3,,Regular Season,2015
nym,3,"Sat, May 9",350509122,phi,2,,Regular Season,2015
nym,7,"Sun, May 10",350510122,phi,4,,Regular Season,2015
phi,3,"Mon, May 25",350525121,nym,6,,Regular Season,2015
phi,4 F/10,"Tue, May 26",350526121,nym,5,,Regular Season,2015
phi,0,"Wed, May 27",350527121,nym,7,,Regular Season,2015
nym,7,"Mon, Jun 1",350601125,sd,0,,Regular Season,2015
nym,2,"Tue, Jun 2",350602125,sd,7,,Regular Season,2015
nym,3,"Wed, Jun 3",350603125,sd,7,,Regular Season,2015
nym,6,"Thu, Jun 4",350604129,ari,2,,Regular Season,2015
nym,2,"Fri, Jun 5",350605129,ari,7,,Regular Season,2015
nym,1,"Sat, Jun 6",350606129,ari,2,,Regular Season,2015
nym,6,"Sun, Jun 7",350607129,ari,3,,Regular Season,2015
sf,5,"Tue, Jun 9",350609121,nym,0,,Regular Season,2015
sf,8,"Wed, Jun 10",350610121,nym,5,,Regular Season,2015
sf,4,"Thu, Jun 11",350611121,nym,5,,Regular Season,2015
nym,2,"Fri, Jul 3",350703119,lad,1,,Regular Season,2015
nym,3,"Sat, Jul 4",350704119,lad,4,,Regular Season,2015
nym,8,"Sun, Jul 5",350705119,lad,0,,Regular Season,2015
nym,3,"Mon, Jul 6",350706126,sf,0,,Regular Season,2015
nym,0,"Tue, Jul 7",350707126,sf,3,,Regular Season,2015
nym,4,"Wed, Jul 8",350708126,sf,1,,Regular Season,2015
ari,2,"Fri, Jul 10",350710121,nym,4,,Regular Season,2015
ari,2,"Sat, Jul 11",350711121,nym,4,,Regular Season,2015
ari,3,"Sun, Jul 12",350712121,nym,5,,Regular Season,2015
nym,2,"Mon, Jul 20",350720120,wsh,7,,Regular Season,2015
nym,7,"Tue, Jul 21",350721120,wsh,2,,Regular Season,2015
nym,3,"Wed, Jul 22",350722120,wsh,4,,Regular Season,2015
lad,3,"Thu, Jul 23",350723121,nym,0,,Regular Season,2015
lad,7,"Fri, Jul 24",350724121,nym,2,,Regular Season,2015
lad,2,"Sat, Jul 25",350725121,nym,15,,Regular Season,2015
lad,2 F/10,"Sun, Jul 26",350726121,nym,3,,Regular Season,2015
sd,0,"Tue, Jul 28",350728121,nym,4,,Regular Season,2015
sd,7,"Wed, Jul 29",350729121,nym,3,,Regular Season,2015
sd,8,"Thu, Jul 30",350730121,nym,7,,Regular Season,2015
wsh,1 F/12,"Fri, Jul 31",350731121,nym,2,,Regular Season,2015
wsh,2,"Sat, Aug 1",350801121,nym,3,,Regular Season,2015
wsh,2,"Sun, Aug 2",350802121,nym,5,,Regular Season,2015
col,2,"Mon, Aug 10",350810121,nym,4,,Regular Season,2015
col,0,"Tue, Aug 11",350811121,nym,4,,Regular Season,2015
col,0,"Wed, Aug 12",350812121,nym,3,,Regular Season,2015
col,3,"Thu, Aug 13",350813121,nym,12,,Regular Season,2015
nym,14,"Fri, Aug 21",350821127,col,9,,Regular Season,2015
nym,14,"Sat, Aug 22",350822127,col,9,,Regular Season,2015
nym,5,"Sun, Aug 23",350823127,col,1,,Regular Season,2015
nym,16,"Mon, Aug 24",350824122,phi,7,,Regular Season,2015
nym,6,"Tue, Aug 25",350825122,phi,5,,Regular Season,2015
nym,9,"Wed, Aug 26",350826122,phi,4,,Regular Season,2015
nym,9,"Thu, Aug 27",350827122,phi,5 F/13,,Regular Season,2015
phi,1,"Mon, Aug 31",350831121,nym,3,,Regular Season,2015
phi,14,"Tue, Sep 1",350901121,nym,8,,Regular Season,2015
phi,4,"Wed, Sep 2",350902121,nym,9,,Regular Season,2015
nym,8,"Mon, Sep 7",350907120,wsh,5,,Regular Season,2015
nym,8,"Tue, Sep 8",350908120,wsh,7,,Regular Season,2015
nym,5,"Wed, Sep 9",350909120,wsh,3,,Regular Season,2015
nym,3,"Tue, Sep 29",350929122,phi,4,,Regular Season,2015
nym,5,"Wed, Sep 30",350930122,phi,7,,Regular Season,2015
nym,0,"Thu, Oct 1",351001122,phi,3,,Regular Season,2015
wsh,,"Fri, Oct 2",,nym,,postponed,Regular Season,2015
wsh,3,"Sat, Oct 3",351003221,nym,1,,Regular Season,2015
wsh,2,"Sat, Oct 3",351003321,nym,0,,Regular Season,2015
wsh,0,"Sun, Oct 4",351004121,nym,1,,Regular Season,2015
nym,3,"Fri, Oct 9",351009119,lad,1,,League Divisional Series,2015
nym,2,"Sat, Oct 10",351010119,lad,5,,League Divisional Series,2015
lad,7,"Mon, Oct 12",351012121,nym,13,,League Divisional Series,2015
lad,3,"Tue, Oct 13",351013121,nym,1,,League Divisional Series,2015
nym,3,"Thu, Oct 15",351015119,lad,2,,League Divisional Series,2015
nym,4,"Thu, Mar 3",360303120,wsh,9,,Preseason,2016
nym,5,"Fri, Mar 11",360311120,wsh,9,,Preseason,2016
wsh,12,"Fri, Mar 18",360318121,nym,7,,Preseason,2016
nym,3,"Sat, Mar 26",360326115,atl,3 F/10,,Preseason,2016
wsh,4,"Sun, Mar 27",360327121,nym,4,,Preseason,2016
wsh,12,"Wed, Mar 30",360330121,nym,1,,Preseason,2016
phi,2,"Fri, Apr 8",360408121,nym,7,,Regular Season,2016
phi,1,"Sat, Apr 9",360409121,nym,0,,Regular Season,2016
phi,5,"Sun, Apr 10",360410121,nym,2,,Regular Season,2016
nym,5,"Mon, Apr 18",360418122,phi,2,,Regular Season,2016
nym,11,"Tue, Apr 19",360419122,phi,1,,Regular Season,2016
nym,4 F/11,"Wed, Apr 20",360420122,phi,5,,Regular Season,2016
sf,1,"Fri, Apr 29",360429121,nym,13,,Regular Season,2016
sf,5,"Sat, Apr 30",360430121,nym,6,,Regular Season,2016
sf,6,"Sun, May 1",360501121,nym,1,,Regular Season,2016
nym,3,"Thu, May 5",360505125,sd,5,,Regular Season,2016
nym,0,"Fri, May 6",360506125,sd,2,,Regular Season,2016
nym,6,"Sat, May 7",360507125,sd,3,,Regular Season,2016
nym,4,"Sun, May 8",360508125,sd,3,,Regular Season,2016
nym,4,"Mon, May 9",360509119,lad,2,,Regular Season,2016
nym,2,"Tue, May 10",360510119,lad,3,,Regular Season,2016
nym,4,"Wed, May 11",360511119,lad,3,,Regular Season,2016
nym,0,"Thu, May 12",360512119,lad,5,,Regular Season,2016
nym,2,"Fri, May 13",360513127,col,5,,Regular Season,2016
nym,4,"Sat, May 14",360514127,col,7,,Regular Season,2016
nym,3,"Sun, May 15",360515127,col,4,,Regular Season,2016
wsh,0,"Tue, May 17",360517121,nym,2,,Regular Season,2016
wsh,7,"Wed, May 18",360518121,nym,1,,Regular Season,2016
wsh,9,"Thu, May 19",360519121,nym,1,,Regular Season,2016
nym,7,"Mon, May 23",360523120,wsh,1,,Regular Season,2016
nym,4,"Tue, May 24",360524120,wsh,7,,Regular Season,2016
nym,2,"Wed, May 25",360525120,wsh,0,,Regular Season,2016
